# probe report -- machine-debian-trixie-16341
# taken     : 2026-09-03T23:46:30+02:00
# image     : /home/jean/.shared/DEVEL/repos/MARIONNET-dune-project/website-repo/download/marionnet-install.sh/1.0.x/machine-debian-trixie-16341
# sum       : 16341
# candidates: 2060 (BINARY_LIST of the .conf)
# probes    : help-timeout=5s x-timeout=6s x-only=0
# X server  : DISPLAY=:0 vendor string: The X.Org Foundation X.Org version: 21.1.11 
#
# name	verdict	rc	probe	first line of stderr
ftl_format	OK	0	help	usage: ftl_format [-q] [-i] [-s spare-blocks] [-r reserve-percent] [-b bootsize] device
funzip	ERR	3	help	funzip error: input not a zip or gzip file
fuser	OK	1	help	/usr/bin/fuser: Invalid option --help
fusermount	OK	1	help	
fusermount3	OK	1	help	
g++	OK	0	help	
g++-14	OK	0	help	
gawk	OK	0	help	
gawkbug	OK	0	help	
gcc	OK	0	help	
gcc-14	OK	0	help	
gcc-ar	OK	0	help	
gcc-ar-14	OK	0	help	
gcc-nm	OK	0	help	
gcc-nm-14	OK	0	help	
gcc-ranlib	OK	0	help	
gcc-ranlib-14	OK	0	help	
gcore	ERR	2	help	
gcov	OK	0	help	
gcov-14	OK	0	help	
gcov-dump	OK	0	help	
gcov-dump-14	OK	0	help	
gcov-tool	OK	0	help	
gcov-tool-14	OK	0	help	
gdb	OK	0	help	/usr/bin/gdb: warning: Couldn't determine a path for the index cache directory.
gdb-add-index	OK	1	help	gdb-add-index: unable to access: --help
gdbtui	OK	0	help	/usr/bin/gdb: warning: Couldn't determine a path for the index cache directory.
gdk-pixbuf-csource	OK	0	help	Usage: gdk-pixbuf-csource-3.0 [options] [image]
gdk-pixbuf-pixdata	OK	0	help	Usage: gdk-pixbuf-pixdata-3.0 [options] [input-file] [output-file]
gdk-pixbuf-thumbnailer	OK	0	help	
geany	OK	0	help	
gem	OK	0	help	
gem3.3	OK	0	help	
gencat	OK	0	help	
genhomedircon	OK	0	help	
genl	ERR	255	help	Option "--help" is unknown, try "genl -help".
geqn	OK	0	help	
getcap	OK	1	help	/usr/sbin/getcap: invalid option -- '-'
getcifsacl	OK	0	help	/usr/bin/getcifsacl: invalid option -- '-'
getconf	OK	0	help	
getconlist	OK	1	help	/usr/sbin/getconlist: invalid option -- '-'
getdefaultcon	OK	1	help	/usr/sbin/getdefaultcon: invalid option -- '-'
getenforce	OK	0	help	
getent	OK	0	help	
getent.ldap	OK	0	help	
getfacl	OK	0	help	
getfattr	OK	0	help	
getfilecon	ERR	2	help	/usr/sbin/getfilecon:  getfilecon(--help) failed:  No such file or directory
getkeycodes	OK	0	help	Usage: getkeycodes [option...]
getopt	OK	0	help	
getpcaps	OK	0	help	usage: getpcaps [opts] <pid> [<pid> ...]
getpidcon	ERR	2	help	/usr/sbin/getpidcon:  invalid pid --help
getpidprevcon	ERR	2	help	/usr/sbin/getpidprevcon:  invalid pid --help
getpolicyload	OK	1	help	/usr/sbin/getpolicyload:  failed to open SELinux status map:  No such file or directory
getsebool	OK	1	help	/usr/sbin/getsebool: invalid option -- '-'
getseuser	OK	1	help	usage:  /usr/sbin/getseuser linuxuser fromcon
gettext	OK	0	help	
gettextize	OK	0	help	
gettext.sh	OK	0	help	
getty	OK	0	help	
gids-tool	ERR	2	help	/usr/bin/gids-tool: unrecognized option '--help'
ginstall-info	OK	0	help	
git	OK	0	help	
git-receive-pack	OK	0	help	
git-shell	ERR	128	help	fatal: Run with no arguments or with -c cmd
git-upload-archive	OK	0	help	
git-upload-pack	OK	0	help	
gmake	OK	0	help	
goid-tool	OK	0	help	
gp-archive	OK	1	help	
gpasswd	OK	0	help	
gp-collect-app	OK	0	help	Can not determine CPU clock frequency.
gp-display-html	OK	0	help	
gp-display-src	OK	0	help	
gp-display-text	OK	0	help	
gpg	OK	0	help	
gpg-agent	OK	0	help	
gpgconf	OK	0	help	
gpg-connect-agent	OK	0	help	
gpg-mail-tube	OK	0	help	
gpgparsemail	OK	0	help	
gpgsm	OK	0	help	
gpgsplit	OK	0	help	
gpgtar	OK	0	help	
gpgv	OK	0	help	
gpg-wks-client	OK	0	help	
gpic	OK	0	help	
gprof	OK	0	help	
gprofng	OK	0	help	
gprofng-archive	OK	1	help	
gprofng-collect-app	OK	0	help	Can not determine CPU clock frequency.
gprofng-display-html	OK	0	help	
gprofng-display-src	OK	0	help	
gprofng-display-text	OK	0	help	
grep	OK	0	help	
groff	OK	0	help	
grog	OK	0	help	
grops	OK	0	help	
grotty	OK	0	help	
groupadd	OK	0	help	
groupdel	OK	0	help	
groupmod	OK	0	help	
groups	OK	0	help	
grpck	OK	0	help	
grpconv	OK	0	help	
grpunconv	OK	0	help	
gstack	OK	0	help	
gtbl	OK	0	help	
gtk4-update-icon-cache	OK	0	help	
gtk-builder-tool	OK	1	help	
gtk-encode-symbolic-svg	OK	0	help	
gtk-launch	OK	0	help	
gtk-query-settings	OK	0	help	
gtk-update-icon-cache	OK	0	help	
gunzip	OK	0	help	
gzexe	OK	0	help	
gzip	OK	0	help	
h2ph	ERR	2	help	/usr/bin/h2ph version [unknown] calling Getopt::Std::getopts (version 1.14 [paranoid]),
h2xs	ERR	255	help	h2xs [OPTIONS ... ] [headerfile [extra_libraries]]
halt	OK	0	help	
hardlink	OK	0	help	
hd	OK	0	help	
head	OK	0	help	
helpztags	OK	0	help	
hexdump	OK	0	help	
hfind	OK	1	help	/usr/bin/hfind: invalid option -- '-'
hmaptool-19	OK	1	help	Usage: hmaptool-19 command [options]
host	OK	1	help	/usr/bin/host: illegal option -- -
hostid	OK	0	help	
hostname	OK	0	version	
hostnamectl	OK	0	help	
htcacheclean	OK	1	help	htcacheclean error: Option -p must be specified
htdbm	ERR	2	help	htdbm -- program for manipulating DBM password databases.
htdigest	OK	1	help	Usage: htdigest [-c] passwordfile realm username
html2text	OK	1	help	Unrecognized command line option "--help", try "-help".
htop	OK	0	help	
htpasswd	ERR	2	help	Usage:
httpx	OK	0	help	
httxt2dbm	OK	1	help	Error: No input file specified.
hwasan_symbolize-19	OK	0	help	
hwloc-annotate	OK	0	help	
hwloc-bind	OK	0	help	
hwloc-calc	OK	0	help	
hwloc-compress-dir	OK	0	help	
hwloc-diff	OK	0	help	
hwloc-distrib	OK	0	help	
hwloc-dump-hwdata	OK	0	help	
hwloc-gather-cpuid	OK	0	help	
hwloc-gather-topology	X_DIED	1	x	
hwloc-info	OK	0	help	
hwloc-ls	X_ALIVE	124	x	
hwloc-patch	OK	0	help	
hwloc-ps	OK	0	help	
hydra	ERR	255	help	/usr/bin/hydra: invalid option -- '-'
hydra-wizard	OK	1	help	
i386	OK	0	help	
iasecc-tool	ERR	2	help	/usr/bin/iasecc-tool: unrecognized option '--help'
icat	OK	1	help	/usr/bin/icat: invalid option -- '-'
ico	X_ALIVE	124	x	
iconv	OK	0	help	
iconvconfig	OK	0	help	
id	OK	0	help	
ifconfig	OK	0	help	    loop (Local Loopback) slip (Serial Line IP) cslip (VJ Serial Line IP) 
ifdown	OK	0	help	
ifind	OK	1	help	/usr/bin/ifind: invalid option -- '-'
ifmetric	OK	0	help	
ifnames	OK	0	help	
ifquery	OK	0	help	
ifup	OK	0	help	
ils	OK	1	help	/usr/bin/ils: invalid option -- '-'
img_cat	OK	1	help	/usr/bin/img_cat: invalid option -- '-'
img_stat	OK	1	help	/usr/bin/img_stat: invalid option -- '-'
inetutils-dnsdomainname	OK	0	help	
inetutils-hostname	OK	0	help	
inetutils-ifconfig	OK	0	help	
inetutils-inetd	OK	0	help	
inetutils-logger	OK	0	help	
inetutils-telnet	OK	0	help	
infocmp	OK	1	help	/usr/bin/infocmp: invalid option -- '-'
infotocap	OK	1	help	/usr/bin/infotocap: invalid option -- '-'
init	OK	0	help	
insmod	OK	0	help	
install	OK	0	help	
install-info	OK	0	help	
installkernel	OK	1	help	
install-sgmlcatalog	OK	1	help	Unknown option: help
instmodsh	TIMEOUT	124	help	
intercept-build-19	OK	0	help	
in.tftpd	OK	0	help	
invoke-rc.d	OK	0	help	
ionice	OK	0	help	
iostat	OK	1	help	Usage: /usr/bin/iostat [ options ] [ <interval> [ <count> ] ]
ip	ERR	255	help	Usage: ip [ OPTIONS ] OBJECT { COMMAND | help }
ip6tables	OK	0	help	
ip6tables-apply	OK	0	help	ip6tables-apply 1.1 -- a safer way to update iptables remotely
ip6tables-legacy	OK	0	help	
ip6tables-legacy-restore	OK	0	help	Usage: ip6tables-restore [-c] [-v] [-V] [-t] [-h] [-n] [-w secs] [-W usecs] [-T table] [-M command] [file]
ip6tables-legacy-save	OK	1	help	/usr/sbin/ip6tables-legacy-save: unrecognized option '--help'
ip6tables-nft	OK	0	help	
ip6tables-nft-restore	OK	0	help	Usage: ip6tables-nft-restore [-c] [-v] [-V] [-t] [-h] [-n] [-T table] [-M command] [-4] [-6] [file]
ip6tables-nft-save	OK	1	help	/usr/sbin/ip6tables-nft-save: unrecognized option '--help'
ip6tables-restore	OK	0	help	Usage: ip6tables-restore [-c] [-v] [-V] [-t] [-h] [-n] [-T table] [-M command] [-4] [-6] [file]
ip6tables-restore-translate	OK	1	help	/usr/sbin/ip6tables-restore-translate 1.8.11 (c) 2014 by Pablo Neira Ayuso <pablo@netfilter.org>
ip6tables-save	OK	1	help	/usr/sbin/ip6tables-save: unrecognized option '--help'
ip6tables-translate	OK	0	help	
ipcalc	OK	0	help	
ipcmk	OK	0	help	
ipcrm	OK	0	help	
ipcs	OK	0	help	
iperf3	OK	0	help	
ipmaddr	OK	0	help	
ipsvd-cdb	ERR	111	help	usage: /usr/bin/ipsvd-cdb cdb cdb.tmp dir
iptables	OK	0	help	
iptables-apply	OK	0	help	iptables-apply 1.1 -- a safer way to update iptables remotely
iptables-legacy	OK	0	help	
iptables-legacy-restore	OK	0	help	Usage: iptables-restore [-c] [-v] [-V] [-t] [-h] [-n] [-w secs] [-W usecs] [-T table] [-M command] [file]
iptables-legacy-save	OK	1	help	/usr/sbin/iptables-legacy-save: unrecognized option '--help'
iptables-nft	OK	0	help	
iptables-nft-restore	OK	0	help	Usage: iptables-nft-restore [-c] [-v] [-V] [-t] [-h] [-n] [-T table] [-M command] [-4] [-6] [file]
iptables-nft-save	OK	1	help	/usr/sbin/iptables-nft-save: unrecognized option '--help'
iptables-restore	OK	0	help	Usage: iptables-restore [-c] [-v] [-V] [-t] [-h] [-n] [-T table] [-M command] [-4] [-6] [file]
iptables-restore-translate	OK	1	help	/usr/sbin/iptables-restore-translate 1.8.11 (c) 2014 by Pablo Neira Ayuso <pablo@netfilter.org>
iptables-save	OK	1	help	/usr/sbin/iptables-save: unrecognized option '--help'
iptables-translate	OK	0	help	
iptables-xml	OK	1	help	Usage: iptables-xml [-c] [-v] [-h]
iptunnel	OK	0	help	
ipython3	OK	0	help	
irb	OK	0	help	
irb3.3	OK	0	help	
ischroot	OK	0	help	
isosize	OK	0	help	
istat	OK	1	help	/usr/bin/istat: invalid option -- '-'
isympy	OK	0	help	
isympy3	OK	0	help	
ivstools	OK	1	help	
iw	OK	1	help	nl80211 not found.
iwconfig	OK	0	help	Usage: iwconfig [interface]
iwevent	OK	0	help	
iwgetid	OK	0	help	
iwlist	OK	0	help	
iwpriv	OK	0	help	Usage: iwpriv interface [private-command [private-arguments]]
iwspy	OK	0	help	Usage: iwspy interface [+] [MAC address] [IP address]
jcat	OK	1	help	/usr/bin/jcat: invalid option -- '-'
jffs2dump	OK	0	help	
jffs2reader	OK	0	help	Usage: jffs2reader <image> [-d|-f] < path >
jls	OK	1	help	/usr/bin/jls: invalid option -- '-'
jmacs	OK	0	help	
joe	OK	0	help	
john	OK	1	help	Created directory: /root/.john
join	OK	0	help	
journalctl	OK	0	help	
jpeg_extract	OK	0	help	
jpico	OK	0	help	
jq	OK	0	help	
json_pp	ERR	2	help	Unknown option: help
jstar	OK	0	help	
kbdinfo	OK	0	help	Usage: kbdinfo [option...] getmode [text|graphics]
kbd_mode	OK	0	help	Usage: kbd_mode [option...]
kbdrate	OK	0	help	Usage: kbdrate [option...]
kbxutil	OK	0	help	
kdig	OK	0	help	
kea-admin	OK	0	help	
kea-ctrl-agent	OK	1	help	Usage error: unsupported option: --
kea-dhcp4	OK	1	help	/usr/sbin/kea-dhcp4: invalid option -- '-'
kea-dhcp6	OK	1	help	/usr/sbin/kea-dhcp6: invalid option -- '-'
kea-dhcp-ddns	OK	1	help	Usage error: unsupported option: --
kea-lfc	OK	1	help	Usage error: Unknown argument
kea-shell	OK	0	help	
kernel-install	OK	0	help	
keyctl	OK	0	version	
key.dns_resolver	OK	0	version	
kill	OK	0	help	
killall	OK	1	help	Usage: killall [OPTION]... [--] NAME...
killall5	OK	1	help	
kmod	OK	0	help	
knsupdate	OK	0	help	
koi8rxterm	X_ALIVE	124	x	koi8rxterm tried to use locale ru_RU.KOI8-R by setting $LANG
kstats	OK	1	help	
kxdpgun	OK	0	help	
lconvert	OK	1	help	lconvert: could not exec '/usr/lib/qt5/bin/lconvert': No such file or directory
ld	OK	0	help	
ld64.lld-19	OK	0	help	
ldapadd	OK	1	help	/usr/bin/ldapadd: invalid option -- '-'
ldapcompare	OK	1	help	/usr/bin/ldapcompare: invalid option -- '-'
ldapdelete	OK	1	help	/usr/bin/ldapdelete: invalid option -- '-'
ldapexop	OK	1	help	/usr/bin/ldapexop: invalid option -- '-'
ldapmodify	OK	1	help	/usr/bin/ldapmodify: invalid option -- '-'
ldapmodrdn	OK	1	help	/usr/bin/ldapmodrdn: invalid option -- '-'
ldappasswd	OK	1	help	/usr/bin/ldappasswd: invalid option -- '-'
ldapsearch	OK	1	help	/usr/bin/ldapsearch: invalid option -- '-'
ldapurl	OK	1	help	/usr/bin/ldapurl: invalid option -- '-'
ldapwhoami	OK	1	help	/usr/bin/ldapwhoami: invalid option -- '-'
ldattach	OK	0	help	
ld.bfd	OK	0	help	
ldconfig	OK	0	help	
ldd	OK	0	help	
ld.lld-19	OK	0	help	
less	OK	0	help	
lessecho	OK	0	help	usage: lessecho [-ox] [-cx] [-pn] [-dn] [-mx] [-nn] [-ex] [-fn] [-a] file ...
lessfile	OK	0	help	
lesskey	OK	1	help	usage: lesskey [-o output] [input]
lesspipe	OK	0	help	
lex	OK	0	help	
lexgrog	OK	0	help	
lft	OK	0	help	Usage: /usr/bin/lft [-ACEFINRSTUVbehinpruvz] [-d dport] [-s sport]
lft.db	OK	0	help	Usage: /usr/bin/lft.db [-ACEFINRSTUVbehinpruvz] [-d dport] [-s sport]
libnetcfg	OK	0	help	/usr/bin/libnetcfg version [unknown] calling Getopt::Std::getopts (version 1.14 [paranoid]),
lighttpd	ERR	255	help	/usr/sbin/lighttpd: invalid option -- '-'
lighttpd-angel	OK	0	help	/usr/sbin/lighttpd: invalid option -- '-'
lighttpd-disable-mod	ERR	2	help	
lighttpd-enable-mod	ERR	2	help	
lighty-disable-mod	ERR	2	help	
lighty-enable-mod	ERR	2	help	
linguist	OK	1	help	linguist: could not exec '/usr/lib/qt5/bin/linguist': No such file or directory
link	OK	0	help	
links	OK	0	help	
links2	X_DIED	4	x	[warn] Epoll ADD(1) on fd 0 failed. Old events were 0; read change was 1 (add); write change was 0 (none); close change was 0 (none): Operation not permitted
linux32	OK	0	help	
linux64	OK	0	help	
linux_logo	OK	1	help	
linuxlogo	OK	1	help	
listres	OK	0	help	usage:  /usr/bin/listres [-options...]
llc-19	OK	0	help	
lld-19	OK	1	help	lld is a generic driver.
lld-link-19	OK	1	help	lld-link-19: warning: ignoring unknown argument '--help', did you mean '-help'
lli-19	OK	0	help	
lli-child-target-19	OK	1	help	Usage: /usr/bin/lli-child-target-19 <input fd> <output fd>
llvm-addr2line-19	OK	0	help	
llvm-ar-19	OK	0	help	
llvm-as-19	OK	0	help	
llvm-bcanalyzer-19	OK	0	help	
llvm-bitcode-strip-19	OK	0	help	
llvm-cat-19	OK	0	help	
llvm-cfi-verify-19	OK	0	help	
llvm-config-19	OK	0	help	usage: llvm-config <OPTION>... [<COMPONENT>...]
llvm-cov-19	OK	0	help	Usage: llvm-cov {export|gcov|report|show} [OPTION]...
llvm-c-test-19	OK	1	help	llvm-c-test command
llvm-cvtres-19	OK	1	help	No input file specified.
llvm-cxxdump-19	OK	0	help	
llvm-cxxfilt-19	OK	0	help	
llvm-cxxmap-19	OK	0	help	
llvm-debuginfo-analyzer-19	OK	0	help	
llvm-debuginfod-19	OK	0	help	
llvm-debuginfod-find-19	OK	0	help	
llvm-diff-19	OK	0	help	
llvm-dis-19	OK	0	help	
llvm-dlltool-19	OK	1	help	
llvm-dwarfdump-19	OK	0	help	
llvm-dwarfutil-19	OK	0	help	
llvm-dwp-19	OK	0	help	
llvm-exegesis-19	OK	0	help	
llvm-extract-19	OK	0	help	
llvm-gsymutil-19	OK	0	help	
llvm-ifs-19	OK	0	help	
llvm-install-name-tool-19	OK	0	help	
llvm-jitlink-19	OK	0	help	
llvm-jitlink-executor-19	OK	1	help	error: invalid specifier type "--help"
llvm-lib-19	OK	0	help	ignoring unknown argument: --help
llvm-libtool-darwin-19	OK	0	help	
llvm-link-19	OK	0	help	
llvm-lipo-19	OK	0	help	
llvm-lto-19	OK	0	help	
llvm-lto2-19	OK	1	help	Available subcommands: dump-symtab run
llvm-mc-19	OK	0	help	
llvm-mca-19	OK	0	help	
llvm-ml-19	OK	0	help	
llvm-modextract-19	OK	0	help	
llvm-mt-19	OK	1	help	llvm-mt: error: no input file specified
llvm-nm-19	OK	0	help	
llvm-objcopy-19	OK	0	help	
llvm-objdump-19	OK	0	help	
llvm-opt-report-19	OK	0	help	
llvm-otool-19	OK	0	help	
llvm-pdbutil-19	OK	0	help	
llvm-PerfectShuffle-19	TIMEOUT	124	help	Starting iteration #1 with 2 entries established.
llvm-profdata-19	OK	0	help	
llvm-profgen-19	OK	0	help	
llvm-ranlib-19	OK	0	help	
llvm-rc-19	OK	1	help	Exactly one input file should be provided.
llvm-readelf-19	OK	0	help	
llvm-readobj-19	OK	0	help	
llvm-readtapi-19	OK	0	help	
llvm-reduce-19	OK	0	help	
llvm-remarkutil-19	OK	0	help	
llvm-rtdyld-19	OK	0	help	
llvm-sim-19	OK	0	help	
llvm-size-19	OK	0	help	
llvm-split-19	OK	0	help	
llvm-stress-19	OK	0	help	
llvm-strings-19	OK	0	help	
llvm-strip-19	OK	0	help	
llvm-symbolizer-19	OK	0	help	
llvm-tblgen-19	OK	0	help	
llvm-tli-checker-19	OK	0	help	
llvm-undname-19	OK	0	help	
llvm-windres-19	OK	0	help	
llvm-xray-19	OK	0	help	
ln	OK	0	help	
lnstat	OK	0	help	/usr/bin/lnstat Version 6.15.0
loadkeys	OK	0	help	Usage: loadkeys [option...] [mapfile...]
load_policy	OK	1	help	/usr/sbin/load_policy: invalid option -- '-'
loadunimap	OK	0	help	Usage: loadunimap [option...]
locale	OK	0	help	
localectl	OK	0	help	
localedef	OK	0	help	
locale-gen	OK	0	help	
logger	OK	0	help	
login	OK	0	help	
loginctl	OK	0	help	
logname	OK	0	help	
logresolve	OK	0	help	
logrotate	OK	0	help	
logsave	OK	1	help	/usr/sbin/logsave: invalid option -- '-'
look	OK	0	help	
losetup	OK	0	help	
lrelease	OK	1	help	lrelease: could not exec '/usr/lib/qt5/bin/lrelease': No such file or directory
ls	OK	0	help	
lsattr	OK	1	help	/usr/bin/lsattr: invalid option -- '-'
lsblk	OK	0	help	
lscpu	OK	0	help	
lsipc	OK	0	help	
lslocks	OK	0	help	
lslogins	OK	0	help	
lsmem	OK	0	help	
lsmod	OK	0	help	
lsmtd	OK	0	help	
lsns	OK	0	help	
lsof	OK	1	help	lsof: illegal option character: -
lspgpot	OK	0	help	
lstopo	X_ALIVE	124	x	
lstopo-no-graphics	OK	0	help	
lsusb	OK	0	help	Usage: lsusb [options]...
lto-dump	OK	0	help	
lto-dump-14	OK	0	help	
luit	OK	1	help	Unknown option --help
lupdate	OK	1	help	lupdate: could not exec '/usr/lib/qt5/bin/lupdate': No such file or directory
lxterm	X_ALIVE	124	x	
lynx	OK	0	help	
lz	OK	0	help	
lzcat	OK	0	help	
lzcmp	OK	0	help	
lzdiff	OK	0	help	
lzegrep	OK	0	help	
lzfgrep	OK	0	help	
lzgrep	OK	0	help	
lzless	OK	0	help	
lzma	OK	0	help	
lzma_alone	OK	1	help	
lzmainfo	OK	0	help	
lzmore	OK	0	help	
lzop	OK	0	help	
m4	OK	0	help	
mac2unix	OK	0	help	
mactime	OK	1	help	Old package separator "'" deprecated at /usr/bin/mactime line 154.
mail	OK	0	help	
maildirmake.dovecot	OK	1	help	mkdir: unrecognized option '--help/cur'
mailer	OK	0	help	Unknown option: "--help"
mail.mailutils	OK	0	help	
mailq	ERR	75	help	mailq: invalid option -- '-'
mailx	OK	0	help	
make	OK	0	help	
make-cadir	OK	1	help	cp: unrecognized option '--help/vars'
make-first-existing-target	OK	1	help	usage: make-first-existing-target [-c cmd] target1 [target2 ...] -- [make-options]
makeivs-ng	OK	0	help	
make-ssl-cert	OK	0	help	Usage: make-ssl-cert [options] <template> <output>
man	OK	0	help	
man2html	OK	0	help	
mandb	OK	0	help	
manpath	OK	0	help	
man-recode	OK	0	help	
mapscrn	OK	0	help	Usage: mapscrn [option...] [map-file]
marionnet-relay	X_DIED	1	x	+ export PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin
markdown-it	OK	0	help	
markdown_py	OK	0	help	
matchpathcon	OK	1	help	/usr/sbin/matchpathcon: invalid option -- '-'
mattrib	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mawk	OK	0	help	
mbadblocks	OK	1	help	/usr/bin/mbadblocks: invalid option -- '-'
mcat	OK	1	help	/usr/bin/mcat: invalid option -- '-'
mcd	OK	1	help	/usr/bin/mcd: invalid option -- '-'
mcheck	OK	1	help	mdir: invalid option -- '-'
mcomp	OK	1	help	
mcookie	OK	0	help	
mcopy	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
md5sum	OK	0	help	
mdel	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mdeltree	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mdig	OK	1	help	Invalid option: --help
mdir	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mdoctorfat	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mdu	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mergecap	OK	0	help	
mesa-overlay-control.py	OK	0	help	
messages	OK	0	help	
messages.mailutils	OK	0	help	
mformat	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
migrate-pubring-from-classic-gpg	OK	0	help	
mii-tool	OK	0	version	
mimeview	OK	0	help	
minfo	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mingetty	TIMEOUT	124	help	/usr/sbin/mingetty: unrecognized option '--help'
mkdir	OK	0	help	
mkdosfs	OK	0	help	Usage: /usr/sbin/mkdosfs [OPTIONS] TARGET [BLOCKS]
mke2fs	OK	1	help	/usr/sbin/mke2fs: invalid option -- '-'
mkfifo	OK	0	help	
mkfontdir	OK	0	help	
mkfontscale	OK	0	help	
mkfs	OK	0	help	
mkfs.ext2	OK	1	help	/usr/sbin/mkfs.ext2: invalid option -- '-'
mkfs.ext3	OK	1	help	/usr/sbin/mkfs.ext3: invalid option -- '-'
mkfs.ext4	OK	1	help	/usr/sbin/mkfs.ext4: invalid option -- '-'
mkfs.fat	OK	0	help	Usage: /usr/sbin/mkfs.fat [OPTIONS] TARGET [BLOCKS]
mkfs.jffs2	OK	0	help	
mkfs.msdos	OK	0	help	Usage: /usr/sbin/mkfs.msdos [OPTIONS] TARGET [BLOCKS]
mkfs.ubifs	OK	0	help	
mkfs.vfat	OK	0	help	Usage: /usr/sbin/mkfs.vfat [OPTIONS] TARGET [BLOCKS]
mkhomedir_helper	ERR	10	help	
mklost+found	OK	1	help	mklost+found 1.47.2 (1-Jan-2025)
mkmanifest	OK	0	help	
mk_modmap	OK	0	help	awk: fatal: cannot open file `--help' for reading: No such file or directory
mknod	OK	0	help	
mkpasswd	OK	0	help	
mksquashfs	OK	1	help	SYNTAX:/usr/bin/mksquashfs source1 source2 ...  FILESYSTEM [OPTIONS] [-e list of
mkswap	OK	0	help	
mktemp	OK	0	help	
mlabel	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mmcat	OK	1	help	/usr/bin/mmcat: invalid option -- '-'
mmd	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mmdbresolve	OK	1	help	Usage: mmdbresolve -f db_file [-f db_file ...]
mmls	OK	1	help	/usr/bin/mmls: invalid option -- '-'
mmount	OK	1	help	Usage: /usr/bin/mmount -V drive:
mmove	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mmstat	OK	1	help	/usr/bin/mmstat: invalid option -- '-'
moc	OK	0	help	
modinfo	OK	0	help	
modprobe	OK	0	help	
modularize-19	OK	0	help	
more	OK	0	help	
mount	OK	0	help	
mount.cifs	OK	0	help	
mount.fuse	OK	1	help	usage: /usr/sbin/mount.fuse type#[source] destination [-t type] [-o opt[,opts...]]
mount.fuse3	OK	1	help	usage: /usr/sbin/mount.fuse3 type#[source] destination [-t type] [-o opt[,opts...]]
mount.fuse.sshfs	OK	0	help	
mount.nfs	OK	1	help	
mount.nfs4	OK	1	help	
mountpoint	OK	0	help	
mount.smb3	OK	0	help	
mount.sshfs	OK	0	help	
mountstats	OK	0	help	
mount.ubifs	OK	0	help	
movemail	OK	0	help	
movemail.mailutils	OK	0	help	
mpack	OK	1	help	/usr/bin/mpack: invalid option -- '-'
mpartition	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mpstat	OK	1	help	Usage: /usr/bin/mpstat [ options ] [ <interval> [ <count> ] ]
mrd	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mren	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
msgattrib	OK	0	help	
msgcat	OK	0	help	
msgcmp	OK	0	help	
msgcomm	OK	0	help	
msgconv	OK	0	help	
msgen	OK	0	help	
msgexec	OK	0	help	
msgfilter	OK	0	help	
msgfmt	OK	0	help	
msggrep	OK	0	help	
msginit	OK	0	help	
msgmerge	OK	0	help	
msgunfmt	OK	0	help	
msguniq	OK	0	help	
mshortname	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mshowfat	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
mt	OK	0	help	
mtd_debug	OK	1	help	usage: mtd_debug info <device>
mtdinfo	OK	0	help	
mtdpart	OK	0	help	
mt-gnu	OK	0	help	
mtools	OK	1	help	Supported commands:
mtoolstest	OK	0	help	
mtr	OK	0	help	
mtracebis	OK	0	help	Usage : /usr/bin/mtracebis <multicast source> [<multicast group>]
mtr-packet	OK	0	help	
mtype	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
munpack	OK	1	help	/usr/bin/munpack: invalid option -- '-'
mv	OK	0	help	
mvxattr	OK	0	help	
mxtar	ERR	2	help	/usr/bin/mxtar: 22: shift: can't shift that many
mzip	OK	0	help	Mtools version 4.0.48, dated February 22nd, 2025
named	OK	1	help	usage: named [-4|-6] [-c conffile] [-d debuglevel] [-D comment] [-E engine]
named-checkconf	OK	0	help	named-checkconf: invalid argument --
named-checkzone	OK	1	help	named-checkzone: invalid argument --
named-compilezone	OK	1	help	named-compilezone: invalid argument --
named-journalprint	OK	1	help	/usr/bin/named-journalprint: illegal option -- -
named-nzd2nzf	OK	0	help	
named-rrchecker	OK	0	help	/usr/bin/named-rrchecker: illegal option -- -
namei	OK	0	help	
nameif	OK	0	help	
nanddump	OK	0	help	
nandflipbits	OK	0	help	
nandtest	OK	0	help	
nandwrite	OK	0	help	
nano	OK	0	help	
nast	OK	0	help	
nawk	OK	0	help	
nc	OK	1	help	/usr/bin/nc: invalid option -- '-'
